edge_idx,scenario,zone,age_group,children
9429,baseline,zone,5_9,3.81
9428,baseline,zone,5_9,3.21
9426,baseline,zone,5_9,3.21
9427,baseline,zone,5_9,1.94
9596,baseline,zone,5_9,1.39
9236,baseline,zone,5_9,1.39
9237,baseline,zone,5_9,0.7
9597,baseline,zone,5_9,0.55
13356,baseline,zone,5_9,1.25
10932,baseline,zone,5_9,0.93
3964,baseline,zone,5_9,0.93
12922,baseline,zone,5_9,2.21
12923,baseline,zone,5_9,1.08
2563,baseline,zone,5_9,1.87
1518,baseline,zone,5_9,1.65
1520,baseline,zone,5_9,0.12
9915,baseline,zone,5_9,0.07
1714,baseline,zone,5_9,0.1
2483,baseline,zone,5_9,5.99
13180,baseline,zone,5_9,5.88
12084,baseline,zone,5_9,5.77
2487,baseline,zone,5_9,5.77
2486,baseline,zone,5_9,5.67
2489,baseline,zone,5_9,2.39
6611,baseline,zone,5_9,1.06
13093,baseline,zone,5_9,0.32
13619,baseline,zone,5_9,0.11
3845,baseline,zone,5_9,45.19
8799,baseline,zone,5_9,45.01
8800,baseline,zone,5_9,44.76
9730,baseline,zone,5_9,41.58
5791,baseline,zone,5_9,39.54
5790,baseline,zone,5_9,30.64
5905,baseline,zone,5_9,16.27
5902,baseline,zone,5_9,15.08
1963,baseline,zone,5_9,12.6
1962,baseline,zone,5_9,2.77
13431,baseline,zone,5_9,1.68
1959,baseline,zone,5_9,9.27
1960,baseline,zone,5_9,6.32
13263,baseline,zone,5_9,7.7
6459,baseline,zone,5_9,1.38
3338,baseline,zone,5_9,1.79
7757,baseline,zone,5_9,0.88
7750,baseline,zone,5_9,0.88
7749,baseline,zone,5_9,0.88
9071,baseline,zone,5_9,2.25
2791,baseline,zone,5_9,1.81
2789,baseline,zone,5_9,1.08
7985,baseline,zone,5_9,1.08
5598,baseline,zone,5_9,1.39
5228,baseline,zone,5_9,4.87
5227,baseline,zone,5_9,0.69
1519,baseline,zone,5_9,1.29
1741,baseline,zone,5_9,1.18
11607,baseline,zone,5_9,1.04
6077,baseline,zone,5_9,8.32
4695,baseline,zone,5_9,7.22
4694,baseline,zone,5_9,7.22
7595,baseline,zone,5_9,0.11
13091,baseline,zone,5_9,162.25
7594,baseline,zone,5_9,0.32
13099,baseline,zone,5_9,0.28
13102,baseline,zone,5_9,0.28
2494,baseline,zone,5_9,6.23
6468,baseline,zone,5_9,5.04
9050,baseline,zone,5_9,2.51
9051,baseline,zone,5_9,2.51
12377,baseline,zone,5_9,1.26
9054,baseline,zone,5_9,1.26
5415,baseline,zone,5_9,7.98
5414,baseline,zone,5_9,7.98
5418,baseline,zone,5_9,7.98
5417,baseline,zone,5_9,4.61
3367,baseline,zone,5_9,3.7
3366,baseline,zone,5_9,2.86
6414,baseline,zone,5_9,1.47
1612,baseline,zone,5_9,2.51
7779,baseline,zone,5_9,34.1
7778,baseline,zone,5_9,34.72
9404,baseline,zone,5_9,34.43
3548,baseline,zone,5_9,34.1
3552,baseline,zone,5_9,2.51
11032,baseline,zone,5_9,2.51
11033,baseline,zone,5_9,3.51
9557,baseline,zone,5_9,3.51
5737,baseline,zone,5_9,2.51
5126,baseline,zone,5_9,7.83
4640,baseline,zone,5_9,7.17
2706,baseline,zone,5_9,5.75
2705,baseline,zone,5_9,1.8
4641,baseline,zone,5_9,1.8
4642,baseline,zone,5_9,0.04
4814,baseline,zone,5_9,0.04
5493,baseline,zone,5_9,109.54
5667,baseline,zone,5_9,108.3
3936,baseline,zone,5_9,107.09
3937,baseline,zone,5_9,102.45
5712,baseline,zone,5_9,129.48
9921,baseline,zone,5_9,129.26
10125,baseline,zone,5_9,129.26
10349,baseline,zone,5_9,129.02
10364,baseline,zone,5_9,129.02
10365,baseline,zone,5_9,129.02
4053,baseline,zone,5_9,128.78
4051,baseline,zone,5_9,128.78
9352,baseline,zone,5_9,128.73
8990,baseline,zone,5_9,128.54
8991,baseline,zone,5_9,76.29
1956,baseline,zone,5_9,75.73
1957,baseline,zone,5_9,75.73
9925,baseline,zone,5_9,75.73
9875,baseline,zone,5_9,77.36
9876,baseline,zone,5_9,108.94
9927,baseline,zone,5_9,108.94
1952,baseline,zone,5_9,110.11
1949,baseline,zone,5_9,110.11
1951,baseline,zone,5_9,110.11
9199,baseline,zone,5_9,110.11
9200,baseline,zone,5_9,100.69
9981,baseline,zone,5_9,100.69
9837,baseline,zone,5_9,100.69
9838,baseline,zone,5_9,25.01
9398,baseline,zone,5_9,23.52
10512,baseline,zone,5_9,0.02
9206,baseline,zone,5_9,2.88
9431,baseline,zone,5_9,0.7
6031,baseline,zone,5_9,124.09
3786,baseline,zone,5_9,0.56
4863,baseline,zone,5_9,0.39
5224,baseline,zone,5_9,0.6
3144,baseline,zone,5_9,0.95
3383,baseline,zone,5_9,0.83
4696,baseline,zone,5_9,1.6
4689,baseline,zone,5_9,0.53
1888,baseline,zone,5_9,0.45
10006,baseline,zone,5_9,0.45
5463,baseline,zone,5_9,1.0
3793,baseline,zone,5_9,0.24
10003,baseline,zone,5_9,0.14
3841,baseline,zone,5_9,3.89
6995,baseline,zone,5_9,3.54
6997,baseline,zone,5_9,2.27
6998,baseline,zone,5_9,0.21
9388,baseline,zone,5_9,1.97
5552,baseline,zone,5_9,5.49
6455,baseline,zone,5_9,1.25
9034,baseline,zone,5_9,1.26
9044,baseline,zone,5_9,1.26
4429,baseline,zone,5_9,2.54
4430,baseline,zone,5_9,1.68
6411,baseline,zone,5_9,0.42
6412,baseline,zone,5_9,0.42
10514,baseline,zone,5_9,17.28
14491,baseline,zone,5_9,17.16
14495,baseline,zone,5_9,17.16
9415,baseline,zone,5_9,12.66
9400,baseline,zone,5_9,1.35
14490,baseline,zone,5_9,0.12
14492,baseline,zone,5_9,0.02
14544,baseline,zone,5_9,0.02
9207,baseline,zone,5_9,2.19
9210,baseline,zone,5_9,1.49
9432,baseline,zone,5_9,1.32
9433,baseline,zone,5_9,1.32
10234,baseline,zone,5_9,122.74
10233,baseline,zone,5_9,107.16
4447,baseline,zone,5_9,2.51
13458,baseline,zone,5_9,1.2
5225,baseline,zone,5_9,0.21
1810,baseline,zone,5_9,4.43
1809,baseline,zone,5_9,1.35
1807,baseline,zone,5_9,2.86
1804,baseline,zone,5_9,2.64
1806,baseline,zone,5_9,2.18
12418,baseline,zone,5_9,1.05
12419,baseline,zone,5_9,1.05
12421,baseline,zone,5_9,1.05
2488,baseline,zone,5_9,2.64
12440,baseline,zone,5_9,2.35
2491,baseline,zone,5_9,1.92
3796,baseline,zone,5_9,0.11
6612,baseline,zone,5_9,1.09
6613,baseline,zone,5_9,0.32
10974,baseline,zone,5_9,0.21
9389,baseline,zone,5_9,1.47
6471,baseline,zone,5_9,19.17
6416,baseline,zone,5_9,19.17
2053,baseline,zone,5_9,8.04
2054,baseline,zone,5_9,6.93
4307,baseline,zone,5_9,6.18
9826,baseline,zone,5_9,1.62
9047,baseline,zone,5_9,1.27
6413,baseline,zone,5_9,0.42
2805,baseline,zone,5_9,3.49
2808,baseline,zone,5_9,2.69
2118,baseline,zone,5_9,0.26
14436,baseline,zone,5_9,0.62
9514,baseline,zone,5_9,0.48
13190,baseline,zone,5_9,102.64
1808,baseline,zone,5_9,0.11
7607,baseline,zone,5_9,0.02
6442,baseline,zone,5_9,0.04
7601,baseline,zone,5_9,0.03
10285,baseline,zone,5_9,4.96
10288,baseline,zone,5_9,1.46
10287,baseline,zone,5_9,1.13
10289,baseline,zone,5_9,0.44
10293,baseline,zone,5_9,1.82
11618,baseline,zone,5_9,0.81
12990,baseline,zone,5_9,0.49
2655,baseline,zone,5_9,97.87
2654,baseline,zone,5_9,96.78
5818,baseline,zone,5_9,3.96
10723,baseline,zone,5_9,1.27
11601,baseline,zone,5_9,0.32
10251,baseline,zone,5_9,0.85
3848,baseline,zone,5_9,72.24
6990,baseline,zone,5_9,68.41
9888,baseline,zone,5_9,67.64
6989,baseline,zone,5_9,67.12
6666,baseline,zone,5_9,66.55
6665,baseline,zone,5_9,66.31
12425,baseline,zone,5_9,66.26
12689,baseline,zone,5_9,65.62
12693,baseline,zone,5_9,65.62
12692,baseline,zone,5_9,65.62
6258,baseline,zone,5_9,89.3
6257,baseline,zone,5_9,27.04
6744,baseline,zone,5_9,26.71
6745,baseline,zone,5_9,24.68
11114,baseline,zone,5_9,24.11
12313,baseline,zone,5_9,23.14
12314,baseline,zone,5_9,22.23
6742,baseline,zone,5_9,21.54
6544,baseline,zone,5_9,20.86
6543,baseline,zone,5_9,19.77
3876,baseline,zone,5_9,19.2
3877,baseline,zone,5_9,16.64
6739,baseline,zone,5_9,12.77
6736,baseline,zone,5_9,12.66
6737,baseline,zone,5_9,10.36
1639,baseline,zone,5_9,9.84
1641,baseline,zone,5_9,8.18
4421,baseline,zone,5_9,5.91
5613,baseline,zone,5_9,5.39
10092,baseline,zone,5_9,4.85
241,baseline,zone,5_9,2.63
240,baseline,zone,5_9,2.44
9393,baseline,zone,5_9,1.17
9392,baseline,zone,5_9,1.17
5546,baseline,zone,5_9,2.37
5551,baseline,zone,5_9,12.58
5548,baseline,zone,5_9,8.28
5545,baseline,zone,5_9,7.03
5550,baseline,zone,5_9,1.88
5903,baseline,zone,5_9,1.25
1958,baseline,zone,5_9,7.5
14198,baseline,zone,5_9,1.38
2809,baseline,zone,5_9,2.58
4816,baseline,zone,5_9,10.84
14433,baseline,zone,5_9,3.14
6903,baseline,zone,5_9,130.62
2824,baseline,zone,5_9,73.03
1941,baseline,zone,5_9,65.9
1942,baseline,zone,5_9,65.58
1944,baseline,zone,5_9,63.51
5772,baseline,zone,5_9,63.48
9229,baseline,zone,5_9,63.48
10009,baseline,zone,5_9,63.45
9835,baseline,zone,5_9,63.45
5773,baseline,zone,5_9,0.02
9192,baseline,zone,5_9,8.14
13859,baseline,zone,5_9,101.41
13861,baseline,zone,5_9,101.41
13865,baseline,zone,5_9,101.41
6032,baseline,zone,5_9,101.41
6631,baseline,zone,5_9,4.07
4123,baseline,zone,5_9,0.38
1812,baseline,zone,5_9,0.91
4865,baseline,zone,5_9,0.29
5223,baseline,zone,5_9,0.29
10983,baseline,zone,5_9,159.81
10980,baseline,zone,5_9,0.27
10978,baseline,zone,5_9,0.27
3853,baseline,zone,5_9,5.15
5526,baseline,zone,5_9,3.46
5527,baseline,zone,5_9,4.34
4294,baseline,zone,5_9,4.34
4293,baseline,zone,5_9,4.96
5499,baseline,zone,5_9,4.99
4667,baseline,zone,5_9,4.34
4666,baseline,zone,5_9,3.46
5498,baseline,zone,5_9,3.46
5497,baseline,zone,5_9,3.76
6054,baseline,zone,5_9,4.09
6055,baseline,zone,5_9,4.09
6057,baseline,zone,5_9,22.99
9710,baseline,zone,5_9,22.64
6672,baseline,zone,5_9,21.96
5026,baseline,zone,5_9,10.38
5025,baseline,zone,5_9,7.71
5609,baseline,zone,5_9,7.71
5611,baseline,zone,5_9,6.17
11854,baseline,zone,5_9,3.42
6418,baseline,zone,5_9,7.79
5064,baseline,zone,5_9,4.65
5063,baseline,zone,5_9,2.57
2194,baseline,zone,5_9,0.95
8728,baseline,zone,5_9,25.49
8726,baseline,zone,5_9,5.75
8740,baseline,zone,5_9,5.75
8738,baseline,zone,5_9,5.75
8739,baseline,zone,5_9,0.27
8741,baseline,zone,5_9,0.27
2811,baseline,zone,5_9,1.35
9836,baseline,zone,5_9,12.56
11267,baseline,zone,5_9,12.56
9203,baseline,zone,5_9,9.42
9201,baseline,zone,5_9,6.28
5771,baseline,zone,5_9,3.14
1943,baseline,zone,5_9,2.08
14865,baseline,zone,5_9,2.08
14866,baseline,zone,5_9,2.08
14871,baseline,zone,5_9,2.08
14870,baseline,zone,5_9,2.08
6121,baseline,zone,5_9,2.08
6120,baseline,zone,5_9,2.08
10013,baseline,zone,5_9,0.89
10011,baseline,zone,5_9,0.6
9933,baseline,zone,5_9,0.6
9562,baseline,zone,5_9,0.6
2823,baseline,zone,5_9,6.51
6122,baseline,zone,5_9,43.9
4103,baseline,zone,5_9,42.16
4102,baseline,zone,5_9,22.46
9519,baseline,zone,5_9,0.1
4449,baseline,zone,5_9,0.52
2777,baseline,zone,5_9,0.62
7735,baseline,zone,5_9,0.52
1811,baseline,zone,5_9,0.57
13754,baseline,zone,5_9,0.42
10982,baseline,zone,5_9,159.39
3842,baseline,zone,5_9,5.06
13570,baseline,zone,5_9,4.03
13569,baseline,zone,5_9,3.41
5128,baseline,zone,5_9,2.37
13938,baseline,zone,5_9,2.1
6566,baseline,zone,5_9,2.44
3032,baseline,zone,5_9,0.69
3033,baseline,zone,5_9,0.69
3031,baseline,zone,5_9,1.67
3030,baseline,zone,5_9,2.47
4790,baseline,zone,5_9,3.23
4789,baseline,zone,5_9,3.23
9623,baseline,zone,5_9,3.71
9621,baseline,zone,5_9,0.69
9624,baseline,zone,5_9,1.26
4308,baseline,zone,5_9,0.35
8737,baseline,zone,5_9,5.48
8733,baseline,zone,5_9,2.41
8727,baseline,zone,5_9,9.41
8730,baseline,zone,5_9,6.57
4132,baseline,zone,5_9,0.47
2703,baseline,zone,5_9,1.42
6341,baseline,zone,5_9,52.19
6342,baseline,zone,5_9,49.47
9191,baseline,zone,5_9,49.47
6893,baseline,zone,5_9,49.47
3542,baseline,zone,5_9,47.68
3540,baseline,zone,5_9,79.27
2047,baseline,zone,5_9,76.13
2045,baseline,zone,5_9,69.85
3544,baseline,zone,5_9,29.73
13804,baseline,zone,5_9,28.03
12948,baseline,zone,5_9,28.03
12950,baseline,zone,5_9,22.24
13805,baseline,zone,5_9,22.24
9195,baseline,zone,5_9,20.74
5736,baseline,zone,5_9,7.58
9194,baseline,zone,5_9,9.42
9225,baseline,zone,5_9,0.59
9227,baseline,zone,5_9,0.59
9930,baseline,zone,5_9,1.19
9932,baseline,zone,5_9,1.19
2820,baseline,zone,5_9,3.37
13626,baseline,zone,5_9,0.41
8173,baseline,zone,5_9,168.03
6087,baseline,zone,5_9,167.86
6086,baseline,zone,5_9,127.76
6082,baseline,zone,5_9,127.45
6084,baseline,zone,5_9,123.07
8656,baseline,zone,5_9,120.17
6080,baseline,zone,5_9,119.73
6081,baseline,zone,5_9,117.37
11644,baseline,zone,5_9,116.01
12618,baseline,zone,5_9,114.87
12616,baseline,zone,5_9,114.43
8135,baseline,zone,5_9,114.43
8136,baseline,zone,5_9,113.99
10090,baseline,zone,5_9,220.88
9130,baseline,zone,5_9,220.76
9129,baseline,zone,5_9,165.76
9134,baseline,zone,5_9,165.51
11822,baseline,zone,5_9,163.16
5375,baseline,zone,5_9,163.15
5374,baseline,zone,5_9,162.85
5372,baseline,zone,5_9,160.93
3267,baseline,zone,5_9,160.97
3268,baseline,zone,5_9,164.02
5321,baseline,zone,5_9,160.97
9141,baseline,zone,5_9,159.54
10717,baseline,zone,5_9,159.54
10714,baseline,zone,5_9,159.54
10715,baseline,zone,5_9,159.72
10705,baseline,zone,5_9,159.48
10481,baseline,zone,5_9,159.06
8306,baseline,zone,5_9,159.06
8305,baseline,zone,5_9,159.23
8308,baseline,zone,5_9,159.23
10503,baseline,zone,5_9,113.57
10306,baseline,zone,5_9,113.13
10305,baseline,zone,5_9,112.69
5928,baseline,zone,5_9,65.74
5930,baseline,zone,5_9,49.23
10302,baseline,zone,5_9,44.31
10303,baseline,zone,5_9,39.37
10298,baseline,zone,5_9,33.46
10296,baseline,zone,5_9,17.9
10297,baseline,zone,5_9,19.55
10295,baseline,zone,5_9,20.28
7562,baseline,zone,5_9,21.7
7563,baseline,zone,5_9,108.5
7066,baseline,zone,5_9,3.57
7067,baseline,zone,5_9,48.01
7069,baseline,zone,5_9,51.1
7460,baseline,zone,5_9,51.67
1514,baseline,zone,5_9,147.89
1510,baseline,zone,5_9,157.0
1509,baseline,zone,5_9,0.3
5789,baseline,zone,5_9,0.59
5547,baseline,zone,5_9,2.37
6592,baseline,zone,5_9,84.61
1637,baseline,zone,5_9,84.61
1638,baseline,zone,5_9,41.4
6063,baseline,zone,5_9,38.9
9701,baseline,zone,5_9,33.4
6061,baseline,zone,5_9,23.34
6060,baseline,zone,5_9,20.54
6058,baseline,zone,5_9,20.54
9619,baseline,zone,5_9,0.47
5027,baseline,zone,5_9,2.3
4660,baseline,zone,5_9,1.84
4658,baseline,zone,5_9,1.31
4656,baseline,zone,5_9,1.31
4657,baseline,zone,5_9,1.31
2596,baseline,zone,5_9,11.58
2595,baseline,zone,5_9,8.62
2593,baseline,zone,5_9,8.14
2594,baseline,zone,5_9,2.88
9634,baseline,zone,5_9,2.88
9626,baseline,zone,5_9,2.31
9627,baseline,zone,5_9,1.74
4321,baseline,zone,5_9,0.79
5127,baseline,zone,5_9,0.66
2704,baseline,zone,5_9,0.71
2048,baseline,zone,5_9,6.28
4910,baseline,zone,5_9,3.14
4100,baseline,zone,5_9,0.78
4101,baseline,zone,5_9,0.78
9223,baseline,zone,5_9,0.78
7748,baseline,zone,5_9,0.78
2817,baseline,zone,5_9,1.46
2816,baseline,zone,5_9,0.82
4104,baseline,zone,5_9,13.66
6438,baseline,zone,5_9,1.16
4106,baseline,zone,5_9,7.86
6440,baseline,zone,5_9,7.86
14449,baseline,zone,5_9,1.32
14450,baseline,zone,5_9,1.32
14452,baseline,zone,5_9,1.32
10552,baseline,zone,5_9,0.25
2802,baseline,zone,5_9,3.87
2803,baseline,zone,5_9,2.73
5201,baseline,zone,5_9,0.77
1883,baseline,zone,5_9,3.09
6445,baseline,zone,5_9,3.49
4849,baseline,zone,5_9,9.14
4850,baseline,zone,5_9,7.92
4949,baseline,zone,5_9,4.07
11617,baseline,zone,5_9,0.53
11825,baseline,zone,5_9,0.33
1511,baseline,zone,5_9,157.61
9731,baseline,zone,5_9,2.95
13746,baseline,zone,5_9,2.95
1961,baseline,zone,5_9,0.33
5610,baseline,zone,5_9,1.19
9833,baseline,zone,5_9,0.35
7982,baseline,zone,5_9,1.55
8731,baseline,zone,5_9,0.46
1575,baseline,zone,5_9,32.85
5994,baseline,zone,5_9,32.85
9407,baseline,zone,5_9,1.27
9405,baseline,zone,5_9,0.96
3543,baseline,zone,5_9,35.59
12460,baseline,zone,5_9,35.11
14400,baseline,zone,5_9,35.11
12107,baseline,zone,5_9,35.11
12108,baseline,zone,5_9,34.65
12110,baseline,zone,5_9,34.65
3545,baseline,zone,5_9,34.2
3547,baseline,zone,5_9,33.2
11026,baseline,zone,5_9,33.2
11027,baseline,zone,5_9,33.2
11030,baseline,zone,5_9,33.2
3551,baseline,zone,5_9,33.2
3550,baseline,zone,5_9,0.71
3546,baseline,zone,5_9,1.0
11024,baseline,zone,5_9,1.0
11022,baseline,zone,5_9,1.0
6433,baseline,zone,5_9,0.44
6434,baseline,zone,5_9,0.44
6590,baseline,zone,5_9,0.44
2274,baseline,zone,5_9,0.28
6439,baseline,zone,5_9,12.51
6529,baseline,zone,5_9,11.32
6530,baseline,zone,5_9,9.68
9242,baseline,zone,5_9,9.68
9241,baseline,zone,5_9,9.08
9245,baseline,zone,5_9,8.28
6689,baseline,zone,5_9,3.34
6691,baseline,zone,5_9,1.55
11895,baseline,zone,5_9,0.96
14455,baseline,zone,5_9,0.96
9573,baseline,zone,5_9,0.21
14451,baseline,zone,5_9,0.1
9575,baseline,zone,5_9,0.1
2014,baseline,zone,5_9,1.9
2013,baseline,zone,5_9,1.32
3650,baseline,zone,5_9,7.08
12094,baseline,zone,5_9,2.72
12095,baseline,zone,5_9,2.72
1692,baseline,zone,5_9,2.3
1688,baseline,zone,5_9,1.07
10984,baseline,zone,5_9,0.31
1513,baseline,zone,5_9,7.29
6996,baseline,zone,5_9,0.85
9732,baseline,zone,5_9,0.63
1636,baseline,zone,5_9,34.83
6512,baseline,zone,5_9,13.05
6514,baseline,zone,5_9,1.52
9705,baseline,zone,5_9,1.16
6513,baseline,zone,5_9,0.97
6511,baseline,zone,5_9,0.68
6510,baseline,zone,5_9,0.68
14628,baseline,zone,5_9,0.34
9646,baseline,zone,5_9,0.46
2592,baseline,zone,5_9,4.75
9652,baseline,zone,5_9,4.75
9653,baseline,zone,5_9,4.17
9622,baseline,zone,5_9,3.02
5065,baseline,zone,5_9,0.39
7159,baseline,zone,5_9,0.84
7158,baseline,zone,5_9,0.84
6474,baseline,zone,5_9,0.17
9403,baseline,zone,5_9,0.34
6894,baseline,zone,5_9,1.79
6587,baseline,zone,5_9,0.04
6531,baseline,zone,5_9,1.52
6684,baseline,zone,5_9,0.92
2812,baseline,zone,5_9,0.41
2813,baseline,zone,5_9,0.41
2276,baseline,zone,5_9,0.41
2275,baseline,zone,5_9,0.41
9247,baseline,zone,5_9,7.07
7737,baseline,zone,5_9,7.07
7739,baseline,zone,5_9,6.47
6687,baseline,zone,5_9,5.67
4757,baseline,zone,5_9,5.67
4756,baseline,zone,5_9,5.67
11896,baseline,zone,5_9,0.6
14464,baseline,zone,5_9,0.6
2931,baseline,zone,5_9,1.17
3702,baseline,zone,5_9,0.72
10553,baseline,zone,5_9,0.53
3652,baseline,zone,5_9,0.64
6502,baseline,zone,5_9,1.17
5817,baseline,zone,5_9,91.19
10695,baseline,zone,5_9,89.59
10697,baseline,zone,5_9,1.3
10699,baseline,zone,5_9,1.1
5819,baseline,zone,5_9,0.64
10696,baseline,zone,5_9,87.92
5961,baseline,zone,5_9,86.9
5960,baseline,zone,5_9,47.05
8923,baseline,zone,5_9,42.26
6804,baseline,zone,5_9,32.57
5412,baseline,zone,5_9,30.11
1609,baseline,zone,5_9,26.28
1610,baseline,zone,5_9,23.02
4778,baseline,zone,5_9,23.02
4779,baseline,zone,5_9,17.77
8977,baseline,zone,5_9,13.82
8979,baseline,zone,5_9,7.21
8982,baseline,zone,5_9,2.1
7458,baseline,zone,5_9,0.58
10681,baseline,zone,5_9,95.4
12119,baseline,zone,5_9,0.58
10581,baseline,zone,5_9,0.31
1512,baseline,zone,5_9,0.02
10763,baseline,zone,5_9,0.02
10762,baseline,zone,5_9,94.82
10682,baseline,zone,5_9,94.34
11863,baseline,zone,5_9,94.34
11872,baseline,zone,5_9,94.34
12134,baseline,zone,5_9,95.26
7565,baseline,zone,5_9,104.34
7564,baseline,zone,5_9,85.39
7559,baseline,zone,5_9,83.78
7560,baseline,zone,5_9,83.78
7567,baseline,zone,5_9,83.75
2441,baseline,zone,5_9,83.75
2440,baseline,zone,5_9,83.75
2444,baseline,zone,5_9,2.74
2446,baseline,zone,5_9,0.94
9711,baseline,zone,5_9,0.35
9644,baseline,zone,5_9,0.48
2598,baseline,zone,5_9,2.52
4548,baseline,zone,5_9,1.43
4549,baseline,zone,5_9,0.98
7983,baseline,zone,5_9,0.46
7150,baseline,zone,5_9,0.17
3549,baseline,zone,5_9,0.9
14701,baseline,zone,5_9,0.31
14702,baseline,zone,5_9,0.31
14700,baseline,zone,5_9,0.6
6340,baseline,zone,5_9,2.41
11845,baseline,zone,5_9,2.41
11846,baseline,zone,5_9,2.1
7734,baseline,zone,5_9,2.1
7733,baseline,zone,5_9,1.8
3427,baseline,zone,5_9,1.8
3428,baseline,zone,5_9,0.61
3429,baseline,zone,5_9,0.59
3430,baseline,zone,5_9,0.28
9855,baseline,zone,5_9,0.62
8333,baseline,zone,5_9,0.27
8325,baseline,zone,5_9,0.27
8322,baseline,zone,5_9,0.27
8321,baseline,zone,5_9,0.27
6685,baseline,zone,5_9,0.6
6951,baseline,zone,5_9,0.6
9243,baseline,zone,5_9,0.6
7738,baseline,zone,5_9,0.6
4760,baseline,zone,5_9,5.05
4759,baseline,zone,5_9,3.57
4762,baseline,zone,5_9,3.57
4764,baseline,zone,5_9,2.38
14090,baseline,zone,5_9,0.6
4767,baseline,zone,5_9,1.79
9220,baseline,zone,5_9,0.6
6110,baseline,zone,5_9,4.01
2980,baseline,zone,5_9,268.43
2979,baseline,zone,5_9,136.13
4068,baseline,zone,5_9,135.2
3813,baseline,zone,5_9,133.68
3812,baseline,zone,5_9,133.68
4021,baseline,zone,5_9,133.68
2524,baseline,zone,5_9,132.86
2522,baseline,zone,5_9,6.24
2147,baseline,zone,5_9,6.24
2149,baseline,zone,5_9,4.67
6799,baseline,zone,5_9,4.67
6797,baseline,zone,5_9,4.67
3419,baseline,zone,5_9,4.65
3420,baseline,zone,5_9,26.73
9341,baseline,zone,5_9,28.48
3417,baseline,zone,5_9,29.42
3416,baseline,zone,5_9,28.49
2935,baseline,zone,5_9,30.15
10698,baseline,zone,5_9,0.16
2521,baseline,zone,5_9,126.6
12475,baseline,zone,5_9,126.6
2525,baseline,zone,5_9,126.6
2527,baseline,zone,5_9,126.6
8146,baseline,zone,5_9,126.6
5357,baseline,zone,5_9,126.6
5356,baseline,zone,5_9,126.6
8131,baseline,zone,5_9,126.6
5387,baseline,zone,5_9,126.59
4602,baseline,zone,5_9,121.84
4599,baseline,zone,5_9,121.5
5383,baseline,zone,5_9,121.42
5384,baseline,zone,5_9,121.42
8143,baseline,zone,5_9,120.82
5380,baseline,zone,5_9,120.82
5382,baseline,zone,5_9,120.29
5234,baseline,zone,5_9,120.29
5233,baseline,zone,5_9,131.3
4885,baseline,zone,5_9,131.53
4883,baseline,zone,5_9,131.7
10547,baseline,zone,5_9,132.08
5377,baseline,zone,5_9,133.06
5379,baseline,zone,5_9,132.7
10089,baseline,zone,5_9,133.39
10502,baseline,zone,5_9,76.18
10781,baseline,zone,5_9,78.62
10779,baseline,zone,5_9,83.68
7406,baseline,zone,5_9,84.62
7405,baseline,zone,5_9,85.8
5962,baseline,zone,5_9,86.11
10204,baseline,zone,5_9,3.61
10207,baseline,zone,5_9,3.61
12135,baseline,zone,5_9,9.07
14592,baseline,zone,5_9,9.07
12124,baseline,zone,5_9,7.58
11861,baseline,zone,5_9,4.12
11663,baseline,zone,5_9,2.53
11662,baseline,zone,5_9,2.74
10580,baseline,zone,5_9,1.6
10680,baseline,zone,5_9,0.48
11661,baseline,zone,5_9,1.14
11660,baseline,zone,5_9,1.14
11659,baseline,zone,5_9,1.14
12123,baseline,zone,5_9,1.14
12121,baseline,zone,5_9,0.34
12120,baseline,zone,5_9,0.34
14505,baseline,zone,5_9,0.34
6532,baseline,zone,5_9,0.28
14767,baseline,zone,5_9,0.28
14709,baseline,zone,5_9,0.28
10739,baseline,zone,5_9,0.28
6536,baseline,zone,5_9,0.04
6537,baseline,zone,5_9,0.04
10725,baseline,zone,5_9,0.04
10759,baseline,zone,5_9,0.04
10761,baseline,zone,5_9,0.04
10753,baseline,zone,5_9,0.04
10752,baseline,zone,5_9,0.04
10749,baseline,zone,5_9,0.04
10748,baseline,zone,5_9,0.04
9733,baseline,zone,5_9,0.21
6991,baseline,zone,5_9,3.77
9324,baseline,zone,5_9,3.75
6992,baseline,zone,5_9,3.27
6993,baseline,zone,5_9,3.07
4451,baseline,zone,5_9,2.78
4452,baseline,zone,5_9,0.92
9700,baseline,zone,5_9,10.06
9629,baseline,zone,5_9,0.56
3286,baseline,zone,5_9,5.74
3287,baseline,zone,5_9,5.37
2886,baseline,zone,5_9,5.07
2885,baseline,zone,5_9,3.59
2476,baseline,zone,5_9,0.94
6776,baseline,zone,5_9,0.39
6286,baseline,zone,5_9,0.28
14614,baseline,zone,5_9,0.28
14686,baseline,zone,5_9,0.29
14684,baseline,zone,5_9,0.29
14689,baseline,zone,5_9,0.29
14692,baseline,zone,5_9,0.29
14695,baseline,zone,5_9,0.29
9193,baseline,zone,5_9,0.29
2863,baseline,zone,5_9,2.29
2003,baseline,zone,5_9,1.89
2000,baseline,zone,5_9,0.83
3091,baseline,zone,5_9,2.76
3086,baseline,zone,5_9,1.66
3087,baseline,zone,5_9,0.78
3090,baseline,zone,5_9,0.23
10064,baseline,zone,5_9,0.23
2090,baseline,zone,5_9,0.09
2091,baseline,zone,5_9,0.09
6617,baseline,zone,5_9,0.09
3089,baseline,zone,5_9,0.55
